,0
0,16160.332954991569
1,11406.513152178088
2,16160.332954991569
3,11406.513152178088
4,11406.513152178088
5,16160.332954991569
6,11406.513152178088
7,13330.302007686067
8,13330.302007686067
9,13330.302007686067
10,77.26457242506865
11,81.8132045446269
12,77.26457242506865
13,81.8132045446269
14,81.8132045446269
15,77.26457242506865
16,31989.099769599365
17,31989.099769599365
18,31989.099769599365
19,31989.099769599365
20,97.7896783838445
21,97.7896783838445
22,97.7896783838445
23,130.99342259723548
24,92.84228736729658
25,15526.722044848575
26,15526.722044848575
27,13330.302007686067
28,13330.302007686067
29,15526.722044848575
30,15526.722044848575
31,10021.550961137571
32,15526.722044848575
33,86.17467620593199
34,130.99342259723548
35,31989.099769599365
36,37279.67174623734
37,31989.099769599365
38,31989.099769599365
39,799.6564194807303
40,802.9103952704702
41,10.002565774788374
42,47668.4352144863
43,387.69257977583777
44,398.2739604421462
45,386.7215741554124
46,398.2739604421462
47,387.69257977583777
48,398.2739604421462
49,387.69257977583777
50,387.69257977583777
51,387.69257977583777
52,387.69257977583777
53,91.46932883882617
54,94.39923777369837
55,94.39923777369837
56,86.99661846695612
57,86.99661846695612
58,86.99661846695612
59,86.99661846695612
60,93.78631225926635
61,93.78631225926635
62,93.78631225926635
63,93.78631225926635
64,91.46932883882617
65,91.46932883882617
66,91.46932883882617
67,91.46932883882617
68,94.39923777369837
69,94.39923777369837
70,94.39923777369837
71,86.99661846695612
72,86.99661846695612
73,86.99661846695612
74,93.78631225926635
75,93.78631225926635
76,93.78631225926635
77,93.78631225926635
78,93.78631225926635
79,93.78631225926635
80,1015391.4030030429
81,362.4032095191462
82,91.46932883882617
83,91.46932883882617
84,94.39923777369837
85,94.39923777369837
86,86.99661846695612
87,86.99661846695612
88,86.99661846695612
89,86.99661846695612
90,93.78631225926635
91,93.78631225926635
92,93.78631225926635
93,93.78631225926635
94,93.78631225926635
95,93.78631225926635
96,91.46932883882617
97,1586.4367771876284
98,281.75777528376113
99,281.75777528376113
100,91.46932883882617
101,49009.82496439582
102,105.80731043022611
103,105.80731043022611
104,105.80731043022611
105,86.99661846695612
106,86.99661846695612
107,86.99661846695612
108,86.99661846695612
109,86.99661846695612
110,86.99661846695612
111,93.78631225926635
112,93.78631225926635
113,93.78631225926635
114,93.78631225926635
115,93.78631225926635
116,93.78631225926635
117,91.46932883882617
118,94.39923777369837
119,94.39923777369837
120,94.39923777369837
121,94.39923777369837
122,86.99661846695612
123,86.99661846695612
124,93.78631225926635
125,93.78631225926635
126,93.78631225926635
127,93.78631225926635
128,93.78631225926635
129,91.46932883882617
130,91.46932883882617
131,91.46932883882617
132,91.46932883882617
133,919.4142044138682
134,1020.6292431271781
135,646.8883111612515
136,281.75777528376113
137,94.39923777369837
138,94.39923777369837
139,93.78631225926635
140,93.78631225926635
141,93.78631225926635
142,93.78631225926635
143,93.78631225926635
144,91.46932883882617
145,91.46932883882617
146,91.46932883882617
147,91.46932883882617
148,91.46932883882617
149,91.46932883882617
150,94.39923777369837
151,94.39923777369837
152,94.39923777369837
153,175.3599550965901
154,183.36258495491936
155,3410.1880584542664
156,193.31857198865396
157,485.8626770897612
158,175.3599550965901
159,175.7486684400256
160,175.3599550965901
161,175.3599550965901
162,175.3599550965901
163,1015391.4030030429
164,196.08803084662375
165,341.45079687066897
166,4615.476714694528
167,183.36258495491936
168,15579.50939781348
169,23004.12019402036
170,416.4188597611266
171,416.4188597611266
172,391.44039883575596
173,391.44039883575596
174,508.42372925655377
175,508.42372925655377
176,508.42372925655377
177,508.42372925655377
178,491.41408157933586
179,491.41408157933586
180,491.41408157933586
181,491.41408157933586
182,491.41408157933586
183,491.41408157933586
184,416.4188597611266
185,416.4188597611266
186,416.4188597611266
187,416.4188597611266
188,416.4188597611266
189,416.4188597611266
190,416.4188597611266
191,391.44039883575596
192,391.44039883575596
193,416.4188597611266
194,416.4188597611266
195,391.44039883575596
196,491.41408157933586
197,491.41408157933586
198,491.41408157933586
199,416.4188597611266
200,416.4188597611266
201,416.4188597611266
202,416.4188597611266
203,416.4188597611266
204,391.44039883575596
205,508.42372925655377
206,508.42372925655377
207,491.41408157933586
208,491.41408157933586
209,491.41408157933586
210,491.41408157933586
211,491.41408157933586
212,491.41408157933586
213,416.4188597611266
214,416.4188597611266
215,416.4188597611266
216,416.4188597611266
217,391.44039883575596
218,508.42372925655377
219,508.42372925655377
220,508.42372925655377
221,491.41408157933586
222,491.41408157933586
223,416.4188597611266
224,416.4188597611266
225,416.4188597611266
226,416.4188597611266
227,416.4188597611266
228,391.44039883575596
229,391.44039883575596
230,508.42372925655377
231,508.42372925655377
232,391.44039883575596
233,508.42372925655377
234,508.42372925655377
235,491.41408157933586
236,491.41408157933586
237,491.41408157933586
238,491.41408157933586
239,491.41408157933586
240,491.41408157933586
241,416.4188597611266
242,416.4188597611266
243,416.4188597611266
244,416.4188597611266
245,416.4188597611266
246,416.4188597611266
247,391.44039883575596
248,391.44039883575596
249,391.44039883575596
250,391.44039883575596
251,391.44039883575596
252,508.42372925655377
253,491.41408157933586
254,491.41408157933586
255,491.41408157933586
256,491.41408157933586
257,416.4188597611266
258,416.4188597611266
259,416.4188597611266
260,416.4188597611266
261,391.44039883575596
262,391.44039883575596
263,391.44039883575596
264,391.44039883575596
265,508.42372925655377
266,491.41408157933586
267,491.41408157933586
268,491.41408157933586
269,491.41408157933586
270,416.4188597611266
271,416.4188597611266
272,416.4188597611266
273,391.44039883575596
274,391.44039883575596
275,508.42372925655377
276,491.41408157933586
277,491.41408157933586
278,491.41408157933586
279,491.41408157933586
280,416.4188597611266
281,416.4188597611266
282,416.4188597611266
283,416.4188597611266
284,391.44039883575596
285,391.44039883575596
286,391.44039883575596
287,391.44039883575596
288,391.44039883575596
289,491.41408157933586
290,491.41408157933586
291,491.41408157933586
292,491.41408157933586
293,491.41408157933586
294,15579.50939781348
295,416.4188597611266
296,485.8626770897612
297,193.31857198865396
298,485.8626770897612
299,1163.7339094294973
300,283.082476277118
301,91.46932883882617
302,283.082476277118
303,283.082476277118
304,282.3945090546523
305,91.46932883882617
306,89.88400541548054
307,658.5223018372997
308,10.568057417846026
309,1320.3093547785622
310,91.46932883882617
311,241.4847147001639
312,13330.302007686067
313,15526.722044848575
314,15526.722044848575
315,626.5087579020447
316,96517.78723263132
317,93.78631225926635
318,16.973625143386265
319,1521.1072126321392
320,16.973625143386265
321,96517.78723263132
322,91.46932883882617
323,4169.115126209933
324,16.973625143386265
325,91.46932883882617
326,91.46932883882617
327,68005.23731823244
328,16.973625143386265
329,330.68768191376256
330,94.39923777369837
331,2853.673091940462
332,2853.673091940462
333,51.569329758800194
334,51.569329758800194
335,2938.994109312096
336,2853.673091940462
337,2853.673091940462
338,14128.747953944538
339,1196.3397276540127
340,94.39923777369837
341,172.45239123515506
342,60.7893105399089
343,3803.066432865373
